Parameter,Type,Min,Max,Default,Example,Description
Cost_To_Consumer,float,0,999999,8,[example](../json/campaign-simplehousingmodification-cost-to-consumer.json),The unit cost per housing modification (unamortized).
Disqualifying_Properties,array of arrays,NA,NA,[],[example](../json/campaign-simplehousingmodification-disqualifying-properties.json),"A list of **NodeProperty** key:value pairs that cause an intervention to be aborted (persistent interventions will stop being distributed to nodes with these values). See [IndividualProperties and NodeProperties](parameter-demographics.md#nodeproperties-and-individualproperties) parameters for more information. Generally used to control the flow of health care access. For example, to prevent the same individual from accessing health care via two different routes at the same time."
Dont_Allow_Duplicates,boolean,0,1,0,[example](../json/campaign-simplehousingmodification-dont-allow-duplicates.json),"If an individual's container has an intervention, set to true (1) to prevent them from receiving another copy of the intervention. Supported by all intervention classes."
Insecticide_Name,string,NA,NA,UNINITIALIZED STRING,[example](../json/campaign-simplehousingmodification-insecticide-name.json),"The name of the insecticide defined in the configuration parameter **Insecticides**  for this intervention.  If insecticides are being used,  this must be defined as one of those values; if they are not being used this can be empty.  It cannot have a value if you did not configure the configuration parameter **Insecticides**."
Intervention_Name,string,NA,NA,SimpleHousingModification,[example](../json/campaign-simplehousingmodification-intervention-name.json),The optional name used to refer to this intervention as a means to differentiate it from others that use the same class.
Killing_Config,json object,NA,NA,NA,[example](../json/campaign-simplehousingmodification-killing-config.json),The configuration of killing efficacy and waning for housing modification. Killing is conditional on NOT repelling the mosquito before feeding. Specify how this effect decays over time using one of the [Waning effect classes](parameter-campaign-waningeffects.md).
New_Property_Value,string,NA,NA,"""""",[example](../json/campaign-simplehousingmodification-new-property-value.json),"An optional **IndividualProperty** key:value pair that will be assigned when the intervention is applied. See [IndividualProperties and NodeProperties](parameter-demographics.md#nodeproperties-and-individualproperties) parameters for more information. Generally used to indicate the broad category of health care cascade to which an intervention belongs to prevent individuals from accessing care through multiple pathways. For example, if an individual must already be taking a particular medication to be prescribed a new one. "
Repelling_Config,json object,NA,NA,NA,[example](../json/campaign-simplehousingmodification-repelling-config.json),Defines a waning effect that determines the probability that a vector is repelled due to the intervention. Specify how this effect decays over time using one of the [Waning effect classes](parameter-campaign-waningeffects.md).
