Parameter,Type,Min,Max,Default,Example,Description
Box_Duration,float,0,100000,100,[example](../json/campaign-waningeffectbox-box-duration.json),The box duration of the effect in days.
Initial_Effect,float,0,1,1,[example](../json/campaign-waningeffectbox-initial-effect.json),"Strength of the effect, which remains constant until the duration is complete, as specified with the **Box_Duration** parameter for the **WaningEffectBox** class."
