Parameter,Type,Min,Max,Default,Example,Description
Artificial_Diet_Target,enum,NA,NA,AD_WithinVillage,[example](../json/campaign-artificialdiet-artificial-diet-target.json),"The targeted deployment of artificial diet. This parameter is required. <br>Possible values are:<br>* AD_WithinVillage, which is impacted by both **SpaceSpraying** and **SpatialRepellent**<br>* AD_OutsideVillage, which is only impacted by **SpaceSpraying**"
Attraction_Config,json object,NA,NA,NA,[example](../json/campaign-artificialdiet-attraction-config.json),The fraction of vector feeds attracted to the artificial diet. Specify how this effect decays over time using one of the [Waning effect classes](parameter-campaign-waningeffects.md).
Cost_To_Consumer,float,0,999999,10,[example](../json/campaign-artificialdiet-cost-to-consumer.json),The unit cost per vector control (unamortized).
Disqualifying_Properties,array of strings,NA,NA,[],[example](../json/campaign-artificialdiet-disqualifying-properties.json),"A list of **NodeProperty** key:value pairs that cause an intervention to be aborted (persistent interventions will stop being distributed to nodes with these values). See [IndividualProperties and NodeProperties](parameter-demographics.md#nodeproperties-and-individualproperties) parameters for more information. Generally used to control the flow of health care access. For example, to prevent the same individual from accessing health care via two different routes at the same time."
Dont_Allow_Duplicates,bool,NA,NA,0,[example](../json/campaign-artificialdiet-dont-allow-duplicates.json),"If set to true (1), does not allow any new interventions with matching **Intervention_Name** parameter value to be distributed to the node."
Intervention_Name,string,NA,NA,ArtificialDiet,[example](../json/campaign-artificialdiet-intervention-name.json),"The optional name used to refer to this intervention. If two interventions of this class have different Intervention_Name values, this allows them to co-exist in the node. Otherwise the new intervention replaces the existing one."
New_Property_Value,string,NA,NA,"""""",[example](../json/campaign-artificialdiet-new-property-value.json),An optional **NodeProperty** key:value pair that will be assigned when the intervention is applied. See [IndividualProperties and NodeProperties](parameter-demographics.md#nodeproperties-and-individualproperties) parameters for more information.
