Parameter,Type,Min,Max,Default,Example,Description
Event_Coordinator_Config,json object,NA,NA,NA,[example](../json/campaign-campaigneventbyyear-event-coordinator-config.json),"An object that specifies how the event is handled by the simulation. It specifies which Event Coordinator class will handle the event, and then configures the coordinator. This description starts with specifying class, and then the other fields depend on the class."
Nodeset_Config,json object,NA,NA,NA,[example](../json/campaign-campaigneventbyyear-nodeset-config.json),An object that specifies in which nodes the interventions will be distributed. Set to one of the [Nodeset_Config classes](parameter-campaign-event-campaignevent.md#nodeset_config-classes).
Start_Year,float,1900,2200,1900,[example](../json/campaign-campaigneventbyyear-start-year.json),"The absolute year of the simulation to activate the event's event coordinator. To have the intervention applied other than at the beginning of the year, you must enter a decimal value after the year. For example, 2010.5 would have the intervention applied halfway through the year 2010."
